date,close,ticker
2025-07-24,223.55,IWM.US
2025-07-25,224.38,IWM.US
2025-07-28,224.12,IWM.US
2025-07-29,222.69,IWM.US
2025-07-30,221.56,IWM.US
2025-07-31,219.39,IWM.US
2025-08-01,214.92,IWM.US
2025-08-04,219.73,IWM.US
2025-08-05,220.85,IWM.US
2025-08-06,220.56,IWM.US
2025-08-07,219.84,IWM.US
2025-08-08,220.32,IWM.US
2025-08-11,220.27,IWM.US
2025-08-12,226.81,IWM.US
2025-08-13,231.22,IWM.US
2025-08-14,228.24,IWM.US
2025-08-15,227.13,IWM.US
2025-08-18,227.96,IWM.US
2025-08-19,226.21,IWM.US
2025-08-20,225.41,IWM.US
2025-08-21,225.97,IWM.US
2025-08-22,234.83,IWM.US
2025-08-25,232.36,IWM.US
2025-08-26,234.28,IWM.US
2025-08-27,235.94,IWM.US
2025-08-28,236.22,IWM.US
2025-08-29,235.17,IWM.US
2025-09-02,233.9,IWM.US
2025-09-03,233.67,IWM.US
2025-09-04,236.59,IWM.US
2025-09-05,237.77,IWM.US
2025-09-08,238.25,IWM.US
2025-09-09,236.85,IWM.US
2025-09-10,236.43,IWM.US
2025-09-11,240.8,IWM.US
2025-09-12,238.34,IWM.US
2025-09-15,239.35,IWM.US
2025-09-16,238.28,IWM.US
2025-09-17,238.89,IWM.US
2025-09-18,244.84,IWM.US
2025-09-19,242.98,IWM.US
2025-09-22,244.39,IWM.US
2025-09-23,243.84,IWM.US
2025-09-24,241.6,IWM.US
2025-09-25,239.29,IWM.US
2025-09-26,241.34,IWM.US
2025-09-29,241.62,IWM.US
2025-09-30,241.96,IWM.US
2025-10-01,242.49,IWM.US
2025-10-02,244.02,IWM.US
2025-10-03,245.83,IWM.US
2025-10-06,246.81,IWM.US
2025-10-07,244.16,IWM.US
2025-10-08,246.72,IWM.US
2025-10-09,245.13,IWM.US
2025-10-10,237.79,IWM.US
2025-10-13,244.41,IWM.US
2025-10-14,247.9,IWM.US
2025-10-15,250.33,IWM.US
2025-10-16,245.06,IWM.US
2025-10-17,243.41,IWM.US
2025-10-20,248.16,IWM.US
2025-10-21,246.96,IWM.US
2025-10-22,243.34,IWM.US
2025-10-23,246.42,IWM.US
2025-10-24,249.43,IWM.US
2025-10-27,250.3,IWM.US
2025-10-28,248.96,IWM.US
2025-10-29,246.84,IWM.US
2025-10-30,244.85,IWM.US
2025-10-31,246.23,IWM.US
2025-11-03,245.44,IWM.US
2025-11-04,241.2,IWM.US
2025-11-05,244.68,IWM.US
2025-11-06,240.35,IWM.US
2025-11-07,241.61,IWM.US
2025-11-10,244.04,IWM.US
2025-11-11,244.24,IWM.US
2025-11-12,243.64,IWM.US
2025-11-13,236.79,IWM.US
2025-11-14,237.48,IWM.US
2025-11-17,232.76,IWM.US
2025-11-18,233.47,IWM.US
2025-11-19,233.43,IWM.US
2025-11-20,229.11,IWM.US
2025-11-21,235.6,IWM.US
2025-11-24,239.9,IWM.US
2025-11-25,245.13,IWM.US
2025-11-26,247.3,IWM.US
2025-11-28,248.75,IWM.US
2025-12-01,245.62,IWM.US
2025-12-02,245.17,IWM.US
2025-12-03,249.63,IWM.US
2025-12-04,251.82,IWM.US
2025-12-05,250.77,IWM.US
2025-12-08,250.87,IWM.US
2025-12-09,251.39,IWM.US
2025-12-10,254.81,IWM.US
2025-12-11,257.8,IWM.US
2025-12-12,253.85,IWM.US
2025-12-15,251.93,IWM.US
2025-12-16,249.87,IWM.US
2025-12-17,247.24,IWM.US
2025-12-18,248.71,IWM.US
2025-12-19,250.79,IWM.US
2025-12-22,253.58,IWM.US
2025-12-23,252.08,IWM.US
2025-12-24,252.71,IWM.US
2025-12-26,251.39,IWM.US
2025-07-09,556.25,QQQ.US
2025-07-10,555.45,QQQ.US
2025-07-11,554.2,QQQ.US
2025-07-14,556.21,QQQ.US
2025-07-15,556.72,QQQ.US
2025-07-16,557.29,QQQ.US
2025-07-17,561.8,QQQ.US
2025-07-18,561.26,QQQ.US
2025-07-21,564.17,QQQ.US
2025-07-22,561.25,QQQ.US
2025-07-23,563.81,QQQ.US
2025-07-24,565.01,QQQ.US
2025-07-25,566.37,QQQ.US
2025-07-28,568.14,QQQ.US
2025-07-29,567.26,QQQ.US
2025-07-30,568.02,QQQ.US
2025-07-31,565.01,QQQ.US
2025-08-01,553.88,QQQ.US
2025-08-04,564.1,QQQ.US
2025-08-05,560.27,QQQ.US
2025-08-06,567.32,QQQ.US
2025-08-07,569.24,QQQ.US
2025-08-08,574.55,QQQ.US
2025-08-11,572.85,QQQ.US
2025-08-12,580.05,QQQ.US
2025-08-13,580.34,QQQ.US
2025-08-14,579.89,QQQ.US
2025-08-15,577.34,QQQ.US
2025-08-18,577.11,QQQ.US
2025-08-19,569.28,QQQ.US
2025-08-20,565.9,QQQ.US
2025-08-21,563.28,QQQ.US
2025-08-22,571.97,QQQ.US
2025-08-25,570.32,QQQ.US
2025-08-26,572.61,QQQ.US
2025-08-27,573.49,QQQ.US
2025-08-28,577.08,QQQ.US
2025-08-29,570.4,QQQ.US
2025-09-02,565.62,QQQ.US
2025-09-03,570.07,QQQ.US
2025-09-04,575.23,QQQ.US
2025-09-05,576.06,QQQ.US
2025-09-08,578.87,QQQ.US
2025-09-09,580.51,QQQ.US
2025-09-10,580.7,QQQ.US
2025-09-11,584.08,QQQ.US
2025-09-12,586.66,QQQ.US
2025-09-15,591.68,QQQ.US
2025-09-16,591.18,QQQ.US
2025-09-17,590.0,QQQ.US
2025-09-18,595.32,QQQ.US
2025-09-19,599.35,QQQ.US
2025-09-22,602.2,QQQ.US
2025-09-23,598.2,QQQ.US
2025-09-24,596.1,QQQ.US
2025-09-25,593.53,QQQ.US
2025-09-26,595.97,QQQ.US
2025-09-29,598.73,QQQ.US
2025-09-30,600.37,QQQ.US
2025-10-01,603.25,QQQ.US
2025-10-02,605.73,QQQ.US
2025-10-03,603.18,QQQ.US
2025-10-06,607.71,QQQ.US
2025-10-07,604.51,QQQ.US
2025-10-08,611.44,QQQ.US
2025-10-09,610.7,QQQ.US
2025-10-10,589.5,QQQ.US
2025-10-13,602.01,QQQ.US
2025-10-14,598.0,QQQ.US
2025-10-15,602.22,QQQ.US
2025-10-16,599.99,QQQ.US
2025-10-17,603.93,QQQ.US
2025-10-20,611.54,QQQ.US
2025-10-21,611.38,QQQ.US
2025-10-22,605.49,QQQ.US
2025-10-23,610.58,QQQ.US
2025-10-24,617.1,QQQ.US
2025-10-27,628.09,QQQ.US
2025-10-28,632.92,QQQ.US
2025-10-29,635.77,QQQ.US
2025-10-30,626.05,QQQ.US
2025-10-31,629.07,QQQ.US
2025-11-03,632.08,QQQ.US
2025-11-04,619.25,QQQ.US
2025-11-05,623.28,QQQ.US
2025-11-06,611.67,QQQ.US
2025-11-07,609.74,QQQ.US
2025-11-10,623.23,QQQ.US
2025-11-11,621.57,QQQ.US
2025-11-12,621.08,QQQ.US
2025-11-13,608.4,QQQ.US
2025-11-14,608.86,QQQ.US
2025-11-17,603.66,QQQ.US
2025-11-18,596.31,QQQ.US
2025-11-19,599.87,QQQ.US
2025-11-20,585.67,QQQ.US
2025-11-21,590.07,QQQ.US
2025-11-24,605.16,QQQ.US
2025-11-25,608.89,QQQ.US
2025-11-26,614.27,QQQ.US
2025-11-28,619.25,QQQ.US
2025-12-01,617.17,QQQ.US
2025-12-02,622.0,QQQ.US
2025-12-03,623.52,QQQ.US
2025-12-04,622.94,QQQ.US
2025-12-05,625.48,QQQ.US
2025-12-08,624.28,QQQ.US
2025-12-09,625.05,QQQ.US
2025-12-10,627.61,QQQ.US
2025-12-11,625.58,QQQ.US
2025-12-12,613.62,QQQ.US
2025-12-15,610.54,QQQ.US
2025-12-16,611.75,QQQ.US
2025-12-17,600.41,QQQ.US
2025-12-18,609.11,QQQ.US
2025-12-19,617.05,QQQ.US
2025-12-22,619.21,QQQ.US
2025-12-23,622.11,QQQ.US
2025-12-24,623.93,QQQ.US
2025-12-26,623.87,QQQ.US
2025-07-09,624.06,SPY.US
2025-07-10,625.82,SPY.US
2025-07-11,623.62,SPY.US
2025-07-14,624.81,SPY.US
2025-07-15,622.14,SPY.US
2025-07-16,624.22,SPY.US
2025-07-17,628.04,SPY.US
2025-07-18,627.58,SPY.US
2025-07-21,628.77,SPY.US
2025-07-22,628.86,SPY.US
2025-07-23,634.21,SPY.US
2025-07-24,634.42,SPY.US
2025-07-25,637.1,SPY.US
2025-07-28,636.94,SPY.US
2025-07-29,635.26,SPY.US
2025-07-30,634.46,SPY.US
2025-07-31,632.08,SPY.US
2025-08-01,621.72,SPY.US
2025-08-04,631.17,SPY.US
2025-08-05,627.97,SPY.US
2025-08-06,632.78,SPY.US
2025-08-07,632.25,SPY.US
2025-08-08,637.18,SPY.US
2025-08-11,635.92,SPY.US
2025-08-12,642.69,SPY.US
2025-08-13,644.89,SPY.US
2025-08-14,644.95,SPY.US
2025-08-15,643.44,SPY.US
2025-08-18,643.3,SPY.US
2025-08-19,639.81,SPY.US
2025-08-20,638.11,SPY.US
2025-08-21,635.55,SPY.US
2025-08-22,645.31,SPY.US
2025-08-25,642.47,SPY.US
2025-08-26,645.16,SPY.US
2025-08-27,646.63,SPY.US
2025-08-28,648.92,SPY.US
2025-08-29,645.05,SPY.US
2025-09-02,640.27,SPY.US
2025-09-03,643.74,SPY.US
2025-09-04,649.12,SPY.US
2025-09-05,647.24,SPY.US
2025-09-08,648.83,SPY.US
2025-09-09,650.33,SPY.US
2025-09-10,652.21,SPY.US
2025-09-11,657.63,SPY.US
2025-09-12,657.41,SPY.US
2025-09-15,660.91,SPY.US
2025-09-16,660.0,SPY.US
2025-09-17,659.18,SPY.US
2025-09-18,662.26,SPY.US
2025-09-19,663.7,SPY.US
2025-09-22,666.84,SPY.US
2025-09-23,663.21,SPY.US
2025-09-24,661.1,SPY.US
2025-09-25,658.05,SPY.US
2025-09-26,661.82,SPY.US
2025-09-29,663.68,SPY.US
2025-09-30,666.18,SPY.US
2025-10-01,668.45,SPY.US
2025-10-02,669.22,SPY.US
2025-10-03,669.21,SPY.US
2025-10-06,671.61,SPY.US
2025-10-07,669.12,SPY.US
2025-10-08,673.11,SPY.US
2025-10-09,671.16,SPY.US
2025-10-10,653.02,SPY.US
2025-10-13,663.04,SPY.US
2025-10-14,662.23,SPY.US
2025-10-15,665.17,SPY.US
2025-10-16,660.64,SPY.US
2025-10-17,664.39,SPY.US
2025-10-20,671.3,SPY.US
2025-10-21,671.29,SPY.US
2025-10-22,667.8,SPY.US
2025-10-23,671.76,SPY.US
2025-10-24,677.25,SPY.US
2025-10-27,685.24,SPY.US
2025-10-28,687.06,SPY.US
2025-10-29,687.39,SPY.US
2025-10-30,679.83,SPY.US
2025-10-31,682.06,SPY.US
2025-11-03,683.34,SPY.US
2025-11-04,675.24,SPY.US
2025-11-05,677.58,SPY.US
2025-11-06,670.31,SPY.US
2025-11-07,670.97,SPY.US
2025-11-10,681.44,SPY.US
2025-11-11,683.0,SPY.US
2025-11-12,683.38,SPY.US
2025-11-13,672.04,SPY.US
2025-11-14,671.93,SPY.US
2025-11-17,665.67,SPY.US
2025-11-18,660.08,SPY.US
2025-11-19,662.63,SPY.US
2025-11-20,652.53,SPY.US
2025-11-21,659.03,SPY.US
2025-11-24,668.73,SPY.US
2025-11-25,675.02,SPY.US
2025-11-26,679.68,SPY.US
2025-11-28,683.39,SPY.US
2025-12-01,680.27,SPY.US
2025-12-02,681.53,SPY.US
2025-12-03,683.89,SPY.US
2025-12-04,684.39,SPY.US
2025-12-05,685.69,SPY.US
2025-12-08,683.63,SPY.US
2025-12-09,683.04,SPY.US
2025-12-10,687.57,SPY.US
2025-12-11,689.17,SPY.US
2025-12-12,681.76,SPY.US
2025-12-15,680.73,SPY.US
2025-12-16,678.87,SPY.US
2025-12-17,671.4,SPY.US
2025-12-18,676.47,SPY.US
2025-12-19,680.59,SPY.US
2025-12-22,684.83,SPY.US
2025-12-23,687.96,SPY.US
2025-12-24,690.38,SPY.US
2025-12-26,690.2432,SPY.US
2025-07-09,86.93,TLT.US
2025-07-10,86.99,TLT.US
2025-07-11,85.79,TLT.US
2025-07-14,85.61,TLT.US
2025-07-15,85.01,TLT.US
2025-07-16,85.13,TLT.US
2025-07-17,85.11,TLT.US
2025-07-18,85.24,TLT.US
2025-07-21,86.0,TLT.US
2025-07-22,86.52,TLT.US
2025-07-23,86.04,TLT.US
2025-07-24,85.89,TLT.US
2025-07-25,86.43,TLT.US
2025-07-28,85.87,TLT.US
2025-07-29,87.32,TLT.US
2025-07-30,86.87,TLT.US
2025-07-31,86.92,TLT.US
2025-08-01,87.82,TLT.US
2025-08-04,88.06,TLT.US
2025-08-05,88.33,TLT.US
2025-08-06,87.82,TLT.US
2025-08-07,87.67,TLT.US
2025-08-08,87.29,TLT.US
2025-08-11,87.39,TLT.US
2025-08-12,86.95,TLT.US
2025-08-13,87.67,TLT.US
2025-08-14,87.02,TLT.US
2025-08-15,86.4,TLT.US
2025-08-18,86.15,TLT.US
2025-08-19,86.65,TLT.US
2025-08-20,86.84,TLT.US
2025-08-21,86.41,TLT.US
2025-08-22,87.05,TLT.US
2025-08-25,86.8,TLT.US
2025-08-26,86.75,TLT.US
2025-08-27,86.65,TLT.US
2025-08-28,87.22,TLT.US
2025-08-29,86.6,TLT.US
2025-09-02,85.63,TLT.US
2025-09-03,86.57,TLT.US
2025-09-04,87.23,TLT.US
2025-09-05,88.56,TLT.US
2025-09-08,89.74,TLT.US
2025-09-09,89.23,TLT.US
2025-09-10,89.74,TLT.US
2025-09-11,90.34,TLT.US
2025-09-12,89.95,TLT.US
2025-09-15,90.16,TLT.US
2025-09-16,90.35,TLT.US
2025-09-17,90.12,TLT.US
2025-09-18,89.19,TLT.US
2025-09-19,89.02,TLT.US
2025-09-22,88.7,TLT.US
2025-09-23,89.32,TLT.US
2025-09-24,88.98,TLT.US
2025-09-25,88.98,TLT.US
2025-09-26,88.9,TLT.US
2025-09-29,89.63,TLT.US
2025-09-30,89.37,TLT.US
2025-10-01,89.29,TLT.US
2025-10-02,89.55,TLT.US
2025-10-03,89.38,TLT.US
2025-10-06,88.67,TLT.US
2025-10-07,89.18,TLT.US
2025-10-08,89.25,TLT.US
2025-10-09,89.18,TLT.US
2025-10-10,90.62,TLT.US
2025-10-13,90.57,TLT.US
2025-10-14,90.86,TLT.US
2025-10-15,90.66,TLT.US
2025-10-16,91.34,TLT.US
2025-10-17,91.2,TLT.US
2025-10-20,91.55,TLT.US
2025-10-21,92.0,TLT.US
2025-10-22,92.06,TLT.US
2025-10-23,91.43,TLT.US
2025-10-24,91.47,TLT.US
2025-10-27,91.78,TLT.US
2025-10-28,92.02,TLT.US
2025-10-29,91.09,TLT.US
2025-10-30,90.56,TLT.US
2025-10-31,90.29,TLT.US
2025-11-03,89.74,TLT.US
2025-11-04,89.94,TLT.US
2025-11-05,88.96,TLT.US
2025-11-06,89.76,TLT.US
2025-11-07,89.57,TLT.US
2025-11-10,89.55,TLT.US
2025-11-11,89.96,TLT.US
2025-11-12,90.12,TLT.US
2025-11-13,89.38,TLT.US
2025-11-14,88.87,TLT.US
2025-11-17,89.09,TLT.US
2025-11-18,89.06,TLT.US
2025-11-19,88.88,TLT.US
2025-11-20,89.23,TLT.US
2025-11-21,89.5,TLT.US
2025-11-24,90.01,TLT.US
2025-11-25,90.24,TLT.US
2025-11-26,90.64,TLT.US
2025-11-28,90.21,TLT.US
2025-12-01,88.77,TLT.US
2025-12-02,88.81,TLT.US
2025-12-03,89.06,TLT.US
2025-12-04,88.58,TLT.US
2025-12-05,88.17,TLT.US
2025-12-08,87.88,TLT.US
2025-12-09,87.97,TLT.US
2025-12-10,88.31,TLT.US
2025-12-11,88.19,TLT.US
2025-12-12,87.34,TLT.US
2025-12-15,87.4,TLT.US
2025-12-16,87.88,TLT.US
2025-12-17,87.8,TLT.US
2025-12-18,88.22,TLT.US
2025-12-19,87.55,TLT.US
2025-12-22,87.36,TLT.US
2025-12-23,87.5,TLT.US
2025-12-24,88.03,TLT.US
2025-12-26,87.74,TLT.US
2025-07-09,27.09,UUP.US
2025-07-10,27.14,UUP.US
2025-07-11,27.22,UUP.US
2025-07-14,27.29,UUP.US
2025-07-15,27.44,UUP.US
2025-07-16,27.34,UUP.US
2025-07-17,27.46,UUP.US
2025-07-18,27.42,UUP.US
2025-07-21,27.24,UUP.US
2025-07-22,27.1,UUP.US
2025-07-23,27.06,UUP.US
2025-07-24,27.13,UUP.US
2025-07-25,27.19,UUP.US
2025-07-28,27.5,UUP.US
2025-07-29,27.57,UUP.US
2025-07-30,27.84,UUP.US
2025-07-31,27.9,UUP.US
2025-08-01,27.57,UUP.US
2025-08-04,27.56,UUP.US
2025-08-05,27.56,UUP.US
2025-08-06,27.4,UUP.US
2025-08-07,27.38,UUP.US
2025-08-08,27.43,UUP.US
2025-08-11,27.54,UUP.US
2025-08-12,27.4,UUP.US
2025-08-13,27.33,UUP.US
2025-08-14,27.43,UUP.US
2025-08-15,27.34,UUP.US
2025-08-18,27.41,UUP.US
2025-08-19,27.48,UUP.US
2025-08-20,27.46,UUP.US
2025-08-21,27.6,UUP.US
2025-08-22,27.33,UUP.US
2025-08-25,27.55,UUP.US
2025-08-26,27.48,UUP.US
2025-08-27,27.49,UUP.US
2025-08-28,27.39,UUP.US
2025-08-29,27.37,UUP.US
2025-09-02,27.55,UUP.US
2025-09-03,27.5,UUP.US
2025-09-04,27.54,UUP.US
2025-09-05,27.4,UUP.US
2025-09-08,27.31,UUP.US
2025-09-09,27.42,UUP.US
2025-09-10,27.44,UUP.US
2025-09-11,27.35,UUP.US
2025-09-12,27.39,UUP.US
2025-09-15,27.3,UUP.US
2025-09-16,27.13,UUP.US
2025-09-17,27.22,UUP.US
2025-09-18,27.35,UUP.US
2025-09-19,27.43,UUP.US
2025-09-22,27.33,UUP.US
2025-09-23,27.31,UUP.US
2025-09-24,27.51,UUP.US
2025-09-25,27.7,UUP.US
2025-09-26,27.6,UUP.US
2025-09-29,27.54,UUP.US
2025-09-30,27.51,UUP.US
2025-10-01,27.5,UUP.US
2025-10-02,27.54,UUP.US
2025-10-03,27.49,UUP.US
2025-10-06,27.62,UUP.US
2025-10-07,27.78,UUP.US
2025-10-08,27.84,UUP.US
2025-10-09,28.03,UUP.US
2025-10-10,27.89,UUP.US
2025-10-13,27.99,UUP.US
2025-10-14,27.91,UUP.US
2025-10-15,27.83,UUP.US
2025-10-16,27.72,UUP.US
2025-10-17,27.75,UUP.US
2025-10-20,27.82,UUP.US
2025-10-21,27.93,UUP.US
2025-10-22,27.9,UUP.US
2025-10-23,27.91,UUP.US
2025-10-24,27.91,UUP.US
2025-10-27,27.88,UUP.US
2025-10-28,27.86,UUP.US
2025-10-29,28.02,UUP.US
2025-10-30,28.13,UUP.US
2025-10-31,28.21,UUP.US
2025-11-03,28.23,UUP.US
2025-11-04,28.32,UUP.US
2025-11-05,28.33,UUP.US
2025-11-06,28.18,UUP.US
2025-11-07,28.16,UUP.US
2025-11-10,28.18,UUP.US
2025-11-11,28.14,UUP.US
2025-11-12,28.15,UUP.US
2025-11-13,28.07,UUP.US
2025-11-14,28.11,UUP.US
2025-11-17,28.18,UUP.US
2025-11-18,28.21,UUP.US
2025-11-19,28.39,UUP.US
