date,port_ret,port_value
2025-06-09,0.0015086815242965957,194.18720613824155
2025-06-10,0.004124818180329082,194.98819305650787
2025-06-11,-0.0010152025755733928,194.7902405407105
2025-06-12,0.0037898557859944344,195.52846746087894
2025-06-13,-0.008377766817745602,193.89037555426054
2025-06-16,0.003469747789510347,194.56312625624724
2025-06-17,-0.0021012090190029253,194.15430846059223
2025-06-18,0.0008027674887362336,194.31016922722247
2025-06-20,-0.0016504149594707585,193.9894768171526
2025-06-23,0.007092817476344793,195.36540876854826
2025-06-24,0.006451439114112823,196.62579680822233
2025-06-25,-0.0025228553807906677,196.12973835874243
2025-06-26,0.00404710562975209,196.9234961270159
2025-06-27,-0.0012340402832259345,196.68048460008148
2025-06-30,0.005785468722168187,197.81837339199612
2025-07-01,0.0007738460731394279,197.97145436344036
2025-07-02,0.003382244439983384,198.64104221423653
2025-07-03,0.003969345654242373,199.4295171719038
2025-07-07,-0.006470763803798219,198.1390558707789
2025-07-08,-0.0010536495488067343,197.93028674395964
2025-07-09,0.0054484446123187705,199.0086989483845
2025-07-10,0.0019656270741963524,199.39987583503805
2025-07-11,-0.004016486454078306,198.59898893480172
2025-07-14,0.002176783457274967,199.03129592854654
2025-07-15,-0.00554973394911309,197.9267251885959
2025-07-16,0.003945406028176135,198.70762648329213
2025-07-17,0.004657963180333902,199.63319929110287
2025-07-18,-0.00013237840577891012,199.60677216644015
2025-07-21,0.0026812377391310597,200.14196537695895
2025-07-22,0.0029953756027437106,200.74146573713426
2025-07-23,0.002098839128056795,201.1627897800468
2025-07-24,-0.0017917953163722803,200.80234723549052
2025-07-25,0.0021296782830669495,201.22999163358676
2025-07-28,-0.0017024485622481045,200.887407923649
2025-07-29,0.0029188524151489426,201.47376861943994
2025-07-30,-0.0034930724034447414,200.77000615825736
2025-07-31,-0.003626325084852189,200.04194884863975
2025-08-01,-0.007198884441600361,198.60186997540586
2025-08-04,0.010604570457407104,200.70795749853286
2025-08-05,-0.001137736304489323,200.4796047686869
2025-08-06,0.0012840681525509434,200.73703424440637
2025-08-07,-0.0002797780228011025,200.6808724338625
2025-08-08,0.0025368510580017546,201.18996991741707
2025-08-11,-0.002784702644713477,200.62971567609824
2025-08-12,0.007496219575800268,202.1336800782367
2025-08-13,0.005112659495048877,203.16712075695781
2025-08-14,-0.003145290854585781,202.52810107008844
2025-08-15,-0.0035650799684225467,201.80607219392078
2025-08-18,-0.0005369002155297896,201.69772247026464
2025-08-19,-0.001961280589805681,201.3021366421757
2025-08-20,0.0002166403403345286,201.34574680556793
2025-08-21,-0.0022221635159463404,200.89832363292564
2025-08-22,0.013330570541501507,203.57641290778372
2025-08-25,-0.0030809652126812413,202.94920106149243
2025-08-26,0.00328886342625796,203.6166732662519
2025-08-27,0.002769289595263891,204.1805468009503
2025-08-28,0.003023457327237489,204.79787797125502
2025-08-29,-0.002829919317327234,204.2183165002365
2025-09-02,-0.004250585113538707,203.35026916420867
2025-09-03,0.0037589856573060133,204.1146599094062
2025-09-04,0.006194503419477438,205.3790488681805
2025-09-05,0.0025712676821496028,205.9071333791259
2025-09-08,0.0036289230299764276,206.65435451748183
2025-09-09,-0.0003053481756960519,206.5912529873303
2025-09-10,0.002728425309913929,207.15492179078777
2025-09-11,0.007404500031819717,208.68880041577924
2025-09-12,-0.0019427808240264802,208.28336381614236
2025-09-15,0.0034382921885488193,208.99950287895606
2025-09-16,-0.0019187424508547157,208.5984866605747
2025-09-17,-0.0004826785433584834,208.4978006468866
2025-09-18,0.004612315236431153,209.45945822957262
2025-09-19,0.0018412840028268263,209.8451325792515
2025-09-22,0.003271824386824185,210.53170900148066
2025-09-23,-0.0008815555106707618,210.34611361323948
2025-09-24,-0.005227984911289507,209.2464273051211
2025-09-25,-0.0016948632961542697,208.89178321563026
2025-09-26,0.003934081291058667,209.71358047183472
2025-09-29,0.00447319559258439,210.65167033570643
2025-09-30,0.001676680743743031,211.0048659349956
2025-10-01,0.0013435852886161115,211.28836896869228
2025-10-02,0.0012911507303383753,211.56117410059818
2025-10-03,0.0011180772165728437,211.79771582927148
2025-10-06,0.002814536024313119,212.39382813034018
2025-10-07,-0.0009525681044961989,212.19150854407135
2025-10-08,0.005504792677283099,213.3595788064864
2025-10-09,-0.003438594867484313,212.62592165387383
2025-10-10,-0.013942710282743444,209.66134002965256
2025-10-13,0.013255036305274415,212.44040870355812
2025-10-14,0.0024900000019041028,212.96938532163446
2025-10-15,0.0056851779883512425,214.18015418325774
2025-10-16,-0.0030576145191864024,213.52527383410543
2025-10-17,9.877365266387493e-05,213.5463645053381
2025-10-20,0.011955160539646448,216.09934557565728
2025-10-21,-0.006210530550855553,214.75725398793978
2025-10-22,-0.0040928878116910485,213.87827664062033
2025-10-23,0.0035293567510049973,214.63312938017523
2025-10-24,0.005838464714258362,215.88625733257226
2025-10-27,0.0032986425756609487,216.59838893250955
2025-10-28,-0.0015463924758645445,216.26344281357996
2025-10-29,-0.005368819929991742,215.10236333167376
2025-10-30,-0.002290895993386933,214.60958618934916
2025-10-31,0.001481696334794369,214.92757242661767
2025-11-03,-0.0005318206934549318,214.81326949600717
2025-11-04,-0.007982041719626354,213.09862101696072
2025-11-05,0.002890459386390965,213.71457392630617
2025-11-06,-0.0067984019370033845,212.2616563529597
2025-11-07,0.002591133512821586,212.81165464422287
2025-11-10,0.010289130078028598,215.00130144097778
2025-11-11,0.0017852618620820217,215.38513506473836
2025-11-12,0.0020056364757370937,215.81711934795575
2025-11-13,-0.013721070812266001,212.85587737088315
2025-11-14,-0.0022913985592787345,212.36813972014153
2025-11-17,-0.008606719041399147,210.54034680822565
2025-11-18,-0.0021629142988909503,210.08496608162068
2025-11-19,0.0017731833624352155,210.45748524817438
2025-11-20,-0.009499100309483156,208.4583284849204
2025-11-21,0.008091813206942812,210.1451343404519
2025-11-24,0.011239493666231806,212.50705924686085
2025-11-25,0.006380994962679277,213.86306572144883
2025-11-26,0.005907087099522279,215.1263734780363
2025-11-28,0.004373024770047063,216.06712643794617
2025-12-01,-0.005960297381332059,214.77930211004613
2025-12-02,0.0008142089676559383,214.95417734389105
2025-12-03,0.0041462049642668536,215.84542142108418
2025-12-04,0.0006215157315708765,215.97957274608495
2025-12-05,-0.05048194926881273,205.07650291161724
2025-12-08,-0.001547805279914105,204.7590844176243
2025-12-09,0.0003662713304850907,204.83408179990286
2025-12-10,0.005020153391680527,205.86238031038243
2025-12-11,0.0034220218290223372,206.56684586957908
2025-12-12,-0.00791935469636772,204.93096974862794
2025-12-15,-0.001819566596158173,204.55808420155503
2025-12-16,-0.0013370573997071866,204.28457830140343
2025-12-17,-0.00491590715730732,203.28033428080406
2025-12-18,0.004279259800876323,204.15022364360058
2025-12-19,0.004205972063998931,205.0088737811047
2025-12-22,0.0012352024873296672,205.26210125192378
2025-12-23,0.002119851273984119,205.69722637876336
2025-12-24,0.0028225914329934932,206.2778256077306
2025-12-26,0.0004969526487272226,206.38033591954007
