date,ticker,rc_share
2024-11-29,UUP.US,-0.02379190416496258
2024-11-29,VNQ.US,0.12234853383584007
2024-11-29,XLF.US,0.09549273390555697
2024-11-29,XLK.US,0.1815643201645289
2024-12-31,GLD.US,0.07079854992027798
2024-12-31,IEF.US,0.027389833462168736
2024-12-31,IWM.US,0.1871543855266462
2024-12-31,QQQ.US,0.15826276032935027
2024-12-31,SPY.US,0.12297027313791471
2024-12-31,TLT.US,0.051198130583246765
2024-12-31,UUP.US,-0.018926503545740325
2024-12-31,VNQ.US,0.118498661931777
2024-12-31,XLF.US,0.09729659102232731
2024-12-31,XLK.US,0.18535731763203148
2025-01-31,GLD.US,0.06859970749183346
2025-01-31,IEF.US,0.027543959324467494
2025-01-31,IWM.US,0.18418073599348528
2025-01-31,QQQ.US,0.15986316663546307
2025-01-31,SPY.US,0.12481110412864097
2025-01-31,TLT.US,0.05009761381773504
2025-01-31,UUP.US,-0.01954527378868158
2025-01-31,VNQ.US,0.11518435942410261
2025-01-31,XLF.US,0.10117080207934717
2025-01-31,XLK.US,0.18809382489360643
2025-02-28,GLD.US,0.07036935739953129
2025-02-28,IEF.US,0.02616649117718038
2025-02-28,IWM.US,0.18012289923583766
2025-02-28,QQQ.US,0.16437429107825463
2025-02-28,SPY.US,0.1264416310470141
2025-02-28,TLT.US,0.04638962015264986
2025-02-28,UUP.US,-0.018621845468101535
2025-02-28,VNQ.US,0.10865042597131243
2025-02-28,XLF.US,0.10028628954110586
2025-02-28,XLK.US,0.19582083986521504
2025-03-31,GLD.US,0.059285902677641895
2025-03-31,IEF.US,0.02025403481861229
2025-03-31,IWM.US,0.1791553451024384
2025-03-31,QQQ.US,0.17046763790586283
2025-03-31,SPY.US,0.13227593819705946
2025-03-31,TLT.US,0.03786054372369653
2025-03-31,UUP.US,-0.014816112675887992
2025-03-31,VNQ.US,0.1064138142795052
2025-03-31,XLF.US,0.10883152876777534
2025-03-31,XLK.US,0.20027136720329614
2025-04-30,GLD.US,0.044174121137817886
2025-04-30,IEF.US,0.009081447068975132
2025-04-30,IWM.US,0.1644498535757478
2025-04-30,QQQ.US,0.17632774825549213
2025-04-30,SPY.US,0.14774239762116195
2025-04-30,TLT.US,0.029300851842651736
2025-04-30,UUP.US,-0.0008255189719487222
2025-04-30,VNQ.US,0.10230315975894966
2025-04-30,XLF.US,0.12385017172737214
2025-04-30,XLK.US,0.20359576798378
2025-05-30,GLD.US,0.03394057057741975
2025-05-30,IEF.US,0.007328454348071074
2025-05-30,IWM.US,0.16691855340725045
2025-05-30,QQQ.US,0.1781732694012214
2025-05-30,SPY.US,0.14996575981906266
2025-05-30,TLT.US,0.027456472666226157
2025-05-30,UUP.US,0.0029945331434214884
2025-05-30,VNQ.US,0.10160751135940342
2025-05-30,XLF.US,0.12637924009423745
2025-05-30,XLK.US,0.2052356351836861
2025-06-30,GLD.US,0.030452107098050102
2025-06-30,IEF.US,0.006214584220524089
2025-06-30,IWM.US,0.1680742127316587
2025-06-30,QQQ.US,0.17906454251072557
2025-06-30,SPY.US,0.15100572742103024
2025-06-30,TLT.US,0.025439129046256396
2025-06-30,UUP.US,0.0031160066888957774
2025-06-30,VNQ.US,0.10221848886124378
2025-06-30,XLF.US,0.12880291899143687
2025-06-30,XLK.US,0.20561228243017846
2025-07-31,GLD.US,0.02724098110320689
2025-07-31,IEF.US,0.005362185350176129
2025-07-31,IWM.US,0.1689802352238835
2025-07-31,QQQ.US,0.17908675844837915
2025-07-31,SPY.US,0.15232652354037382
2025-07-31,TLT.US,0.023686606973363625
2025-07-31,UUP.US,0.002959849177635778
2025-07-31,VNQ.US,0.10327691795918227
2025-07-31,XLF.US,0.13204503351643385
2025-07-31,XLK.US,0.20503490870736507
2025-08-29,GLD.US,0.0234928879245149
2025-08-29,IEF.US,0.006597684427101309
2025-08-29,IWM.US,0.1699447807477419
2025-08-29,QQQ.US,0.1769124859651655
2025-08-29,SPY.US,0.15248508718676193
2025-08-29,TLT.US,0.0279916896596631
2025-08-29,UUP.US,0.00257228571059734
2025-08-29,VNQ.US,0.10549869772641288
2025-08-29,XLF.US,0.13468940300455923
2025-08-29,XLK.US,0.19981499764748184
2025-09-30,GLD.US,0.021425086366440013
2025-09-30,IEF.US,0.007660454001395444
2025-09-30,IWM.US,0.1697874516244489
2025-09-30,QQQ.US,0.17433641299783578
2025-09-30,SPY.US,0.15202289389334717
2025-09-30,TLT.US,0.031184717206328715
2025-09-30,UUP.US,0.002705894602503996
2025-09-30,VNQ.US,0.10896133412669132
2025-09-30,XLF.US,0.13604047788786816
2025-09-30,XLK.US,0.19587527729314066
2025-10-31,GLD.US,0.0273224389095116
2025-10-31,IEF.US,0.0065123924587517906
2025-10-31,IWM.US,0.1711281850424583
2025-10-31,QQQ.US,0.17447302367283102
2025-10-31,SPY.US,0.15136786799262378
2025-10-31,TLT.US,0.027724999973225712
2025-10-31,UUP.US,0.003398702012816309
2025-10-31,VNQ.US,0.10744325559500507
2025-10-31,XLF.US,0.13449029839590387
2025-10-31,XLK.US,0.19613883594687237
2025-11-28,GLD.US,0.03242179566042248
2025-11-28,IEF.US,0.006009479818203835
2025-11-28,IWM.US,0.16989032764184006
2025-11-28,QQQ.US,0.17531082185739782
2025-11-28,SPY.US,0.15121729216687316
2025-11-28,TLT.US,0.027221909064726983
2025-11-28,UUP.US,0.002659050698782929
2025-11-28,VNQ.US,0.10635466748238237
2025-11-28,XLF.US,0.1315209399890976
2025-11-28,XLK.US,0.19739371562027275
2025-12-26,GLD.US,0.024872090066364653
2025-12-26,IEF.US,0.0039657013800107116
2025-12-26,IWM.US,0.14673670845665593
2025-12-26,QQQ.US,0.15036398090169345
2025-12-26,SPY.US,0.13022802621713572
2025-12-26,TLT.US,0.022868725479310438
2025-12-26,UUP.US,0.003045504317410482
2025-12-26,VNQ.US,0.08808206659011884
2025-12-26,XLF.US,0.11285017276449474
2025-12-26,XLK.US,0.31698702382680516
